company_name,timely_response,count
"Capital Markets Cooporative, LLC",true,94
"Capital Markets Cooporative, LLC",false,13
"Capital Mitigation Services, LLC",true,9
Capital Mortgage,true,1
Capital Mortgage,false,1
"Capital Provider Holdings, Inc.",true,1
Capital Recovery Corporation,false,1
Capital Recovery Corporation,true,14
"Capital Recovery Systems, Inc.",false,10
"Capital Recovery Systems, Inc.",true,12
"Capital Recovery, LLC (Closed)",false,1
Capital Servicing Group,true,1
Capital Servicing Group,false,4
Capitol Credit Company,true,2
"Capitol Credit Services, Inc",true,2
"Capitol Credit Services, Inc",false,13
"Capstone Capital USA, LLC",false,1
"Capstone Credit & Collection, LLC.",false,1
"Capstone Credit & Collection, LLC.",true,149
"Capstone Funding Group, Inc.",false,4
"Capture Financial, LLC",true,1
"Capture Financial, LLC",false,1
Car Cage Motors Inc,true,1
Car Cash of Lawrenceville LLC,false,1
"Car Credit Finance, LLC",false,1
"Car Credit Finance, LLC",true,6
Car Credit Inc,true,1
"Car Credit Solutions, Inc.",false,1
"Car Credit Solutions, Inc.",true,1
"CarFinance Capital LLC, Irvine, CA Branch",true,82
"CarFinance Capital LLC, Irvine, CA Branch",false,5
"CarMax, Inc.",true,1207
"CarMax, Inc.",false,7
"Carbucks of Delaware, Inc",false,1
"Carbucks of Delaware, Inc",true,5
"CardarelliBridgewaterandAssociates,INC.",false,1
"Cardinal Accounts, Inc.",true,7
Care Cash Express LLC,true,1
Carfast Financial Holdings,false,1
"Caribou Financial, Inc.",true,8
Carma Enterprises Inc,true,8
Carma Enterprises Inc,false,6
"Carmen V. Porreca, P.C.",true,8
"Carolina Finance, LLC",false,2
"Carolina Finance, LLC",true,48
Carolina's Premier Mortgage Corporation,true,1
"Caroline Peters Belsom, Attorney at Law, LLC",true,1
"Carpenter, Hazlewood, Delgado & Bolen, PLC",true,7
Cars America Inc.,true,1
"Cars Financial, Inc",true,3
"Cars Financial, Inc",false,1
CarsNow LLC,true,1
"Carter Business Service, Inc.",true,17
"Carter-Young, Inc.",true,363
"Carter-Young, Inc.",false,120
"Carvana Group, LLC",false,19
"Carvana Group, LLC",true,386
"Cascade CISS Holdings, LLC",true,211
"Cascade Capital, LLC",true,187
"Cascade Capital, LLC",false,18
Cascade Collections LLC,true,2
"Cascade Collections, Inc.",false,29
"Cascade Collections, Inc.",true,6
"Cascade Creditors Service, llc",true,3
"Cascade Creditors Service, llc",false,4
"Cascade Mortgage, Inc.",true,1
"Cascade Mortgage, Inc.",false,9
"Case Law Firm, S.C.",true,2
CaseAdvance,true,1
"Casesa Bowden Barlow, P.A.",false,3
"Casesa Bowden Barlow, P.A.",true,1
"Cash Advance Centers of KY, Inc.",true,1
"Cash Express, LLC",false,2
"Cash Express, LLC",true,83
Cash In Minutes,false,1
"Cash Link USA, LLC",true,13
Cash Max LLC,true,1
Cash Money LLC,true,1
Cash Money LLC,false,1
"Cash Security, Inc.",true,6
"Cash Time Title Loans, Inc.",true,20
"Cash Time Title Loans, Inc.",false,4
Cash-Installment LLC,true,1
Cash-Installment LLC,false,1
CashMax LLC,true,13
"Cashbak, LLC",true,6
"Cashco Financial Services, Inc",true,4
"Castle Credit Co Holdings, LLC, Chicago, IL Branch",false,8
"Castle Credit Co Holdings, LLC, Chicago, IL Branch",true,90
Castle Mortgage Corporation dba Excelerate Capital,true,9
"Castle Restorations, Inc.",true,1
Castle and Cookie Mortgage LLC,true,21
Castle and Cookie Mortgage LLC,false,9
Catalyst Mortgage Inc.,false,1
Catalyst Mortgage Inc.,true,2
Catch Financial Inc,true,4
Cavalier Mortgage Group,false,5
"Cawley & Bergmann, LLP",false,12
"Cawley & Bergmann, LLP",true,91
"Cawthorn, Deskevich & Gavin, P.c.",false,1
"Cawthorn, Deskevich & Gavin, P.c.",true,3
"Cayetano Development, LLC",true,1
Ceannate,true,181
Ceannate,false,3
"Cedars Business Services, LLC",true,315
"Cedars Business Services, LLC",false,26
"Celebrity Financial, Inc.",true,18
"Celentano, Stadtmauer & Walentowicz, LLP",false,3
"Celentano, Stadtmauer & Walentowicz, LLP",true,4
Celsius US Holding LLC,false,2
Celsius US Holding LLC,true,55
Cember & Cember P.C.,true,1
"Center Street Finance, LP dba CSF Servicing",true,8
"Central Atlantic Legal Group, PLLC, t/a Booth, Strange & Daniel",true,4
Central Atlantic Sales Inc. T/A Priority Buy Here Pay Here,true,5
Central Business Funding,true,6
Central Business Funding,false,5
"Central Capital Arbitration Firm, LLC",false,3
Central Collection Corporation,true,2
Central Collection Corporation,false,6
"Central Credit Audit, Inc.",true,3
Central Kentucky Collections,true,3
"Central Kentucky Management Services, Inc",true,4
"Central Mortgage Funding, LLC",false,2
"Central Mortgage Funding, LLC",true,6
Central Portfolio Control Inc.,false,2
Central Portfolio Control Inc.,true,479
"Central Professional Services, Inc.",true,3
"Central Service Bureau, Inc.",false,2
"Central Service Bureau, Inc.",true,5
"Central States Recovery, Inc.",true,170
"Central States Recovery, Inc.",false,2
Central Valley Receivables,true,1
Centralized Business Solutions Company,true,34
Centralized Business Solutions Company,false,1
Centric Asset Management Inc,true,17
Centric Asset Management Inc,false,4
Centron Services,true,55
"Century Credit & Collections, LLC",true,27
Century Debt Solutions Inc.,true,6
"Century Finance, Inc.",true,8
Century Financial Group,true,1
"Century Financial Services, Inc.",false,5
"Century Financial Services, Inc.",true,12
Century First Credit Solutions,true,11
Century First Credit Solutions,false,6
"Certegy Holdings, LLC",true,339
"Certified Bureau of the South, Inc",true,25
Certified Credit & Collection Bureau,true,11
Certified Credit & Collection Bureau,false,32
"Certified Credit Associates, Inc.",false,4
"Certified Credit Reporting, Inc.",true,58
"Certified Credit Reporting, Inc.",false,2
Certified Direct Solutions,true,1
Certified Recovery Inc,true,13
"Certified Recovery Systems, Inc.",false,4
"Certified Recovery Systems, Inc.",true,19
"Certified Services, Inc.",true,50
Certify Student Services,true,1
Chaos Home Loans LLC,false,1
Chaos Home Loans LLC,true,4
Chaparral Inc,true,12
Chaplain Financial Services LLC,true,6
Chaplain Financial Services LLC,false,46
"Chaplin & Papa, P.C.",true,5
Charleston Area Medical Center,false,9
Charleston Area Medical Center,true,24
"Charlottesville Bureau of Credits, Inc",true,52
"Charlottesville Bureau of Credits, Inc",false,7
Charlottesville Settlement Company,true,1
"Charter Financial Services, Inc.",true,1
"Charter Financial Services, Inc.",false,4
"Chattanooga Neighborhood Enterprise, Inc.",true,2
Cheadle Law Firm,true,25
"Check Cashiers, Inc.",true,2
Check Cashing & Loans,true,1
"Check City Partnership, LLC",true,36
Check First Inc,true,1
Check Fraud Services,false,8
Check Fraud Services,true,1
"Check Loans of South Carolina, Inc.",false,1
Check N Title Loans,true,4
Check Recovery Group,false,1
Check Recovery Group,true,3
"Check Security Associates, LLC",true,39
"Check Security Associates, LLC",false,33
"Checkr, Inc",true,578
"Checkr, Inc",false,4
"Cheek Law Offices, LLC",true,13
"Chek Cash, Inc.",true,8
"Cheney Financial Services, Inc.",true,1
"Cherry Creek Corporate, LLC",true,8
"Cherry Creek Strategic Advisors, LLC",false,6
"Cherry Creek Strategic Advisors, LLC",true,11
Cheryl A. Warzynski PLLC,true,1
Chesmar Homes,true,2
"Chicago Car Center, Inc.",true,7
"Child Support Recovery Services, Inc.",true,17
"Child Support Recovery Services, Inc.",false,7
Chime Financial Inc,true,4444
Chime Financial Inc,false,31
Chime Inc.,true,27
"Choice Money Transfer, Inc.",true,15
Choice Mtg INC.,true,3
"Choice Recovery, Inc.",false,15
"Choice Recovery, Inc.",true,831
"Christensen Financial, Inc.",true,1
Chrysalis Holdings LLC,true,162
Chrysalis Holdings LLC,false,12
Churchill Debt Settlement,false,1
Churchill Debt Settlement,true,2
"Churchill Holdings, Inc.",true,8
"Churchill Holdings, Inc.",false,5
"Cianfrone, Nikoloff, Grant, & Greenberg, P.A.",false,1
"Ciconte Wasserman Scerba & Kerrick, LLC",false,1
Cimmaron Escrow Inc.,false,2
Cimmaron Escrow Inc.,true,3
Circle Internet Financial,false,16
Circle Internet Financial,true,57
"Circleback Lending, Inc.(Closed)",true,13
"Citi Management Group, LLC",false,35
"Citi Management Group, LLC",true,26
Citizens Debt relief LLC,true,2
"Citizens Savings & Loan Corporation, Chattanooga, TN Branch",true,13
"City Enterprises, LLC",true,16
"City Enterprises, LLC",false,2
City First Mortgage Corp,true,4
"City First Mortgage Services, LLC.",false,2
"City First Mortgage Services, LLC.",true,2
"Citywide Mortgage Associates, Inc.",true,2
"Civic Financial Services, Inc.",false,9
"Claims Recovery Systems, Inc.",false,2
"Clarfield, Okon, Salomone and Pincus, P.L.",true,4
"Clarfield, Okon, Salomone and Pincus, P.L.",false,3
Clarity Services,false,33
Clarity Services,true,339
Clark County Collection Service,false,1
Clark County Collection Service,true,224
"Clarkson Law Firm, LLC",true,10
Clarksville Mortgage Corporation,true,1
Class AMC Intermediate,true,1
Class Financial,true,2
Clay Chapman Iwamura Pulice & Nervell,false,8
Clay Chapman Iwamura Pulice & Nervell,true,14
Clayton Holdings LLC,false,3
Clayton Holdings LLC,true,2
"Clear Debt Solutions, LLC",false,38
"Clear Debt Solutions, LLC",true,73
Clear Lending Corp,true,1
"Clear Mortgage Capital, Inc.",true,3
"Clear Recovery, Inc.",false,3
"Clear Recovery, Inc.",true,45
Clear Start Today,false,4
Clear Start Today,true,4
"Clear Title Solutions, Inc.",true,1
"ClearBalance Holdings, LLC",true,1
ClearLine Loans LLC,true,2
"ClearOne Advantage, LLC",false,4
"ClearOne Advantage, LLC",true,53
ClearPath Lending,true,44
ClearPath Lending,false,5
Clearview Resolution Services,true,22
Clearview Resolution Services,false,7
Cleveland Mortgage Corporation,true,1
"Click n' Close, Inc.",false,9
"Click n' Close, Inc.",true,10
Client Financial Services of Michigan LLC,true,9
"Client Services, Inc.",true,385
"Cliff's Finance Co., Inc.",false,2
"Cliff's Finance Co., Inc.",true,2
"Clifton Mortgage Services, LLC",true,1
"Clifton Mortgage Services, LLC",false,1
Climb Credit Inc.,false,6
Climb Credit Inc.,true,32
"ClosingMark Financial Services, LLC",true,10
"Cloud Willis & Ellis, LLC",false,2
"Cloud Willis & Ellis, LLC",true,4
"Clunk Hoose Co., LPA",true,1
"Co-Operative Adjustment Bureau, Inc.",false,1
"Co-Operative Adjustment Bureau, Inc.",true,18
"Coast 2 Coast Financial Group, LLC",true,1
Coast Acceptance Corporation,true,3
Coast Collection Agency Inc,true,1
Coast Collection Agency Inc,false,3
Coast to Coast Commercial Collection,true,1
Coast to Coast Commercial Collection,false,2
"Coast to Coast Financial Solutions, Inc.",true,80
"Coast to Coast Financial Solutions, Inc.",false,29
"Coast2Coast Mortgage, LLC",true,1
Coastal Bend Loans,true,1
"Coastal Capital Processing, LLC",true,2
"Coastal Capital Processing, LLC",false,2
"Coastal Credit, LLC",false,21
"Coastal Credit, LLC",true,103
"Coastal Finance Company, Inc.",false,1
"Coastal Finance Company, Inc.",true,11
"Coastal Financial Solutions, LLC",true,33
"Coastal Financial Solutions, LLC",false,9
Coastal Settlement Recovery Inc.,true,2
Coastal Settlement Recovery Inc.,false,3
"Coastline Financial Resources, LLC",false,34
"Coastline Financial Resources, LLC",true,15
Cobalt Mortgage,true,7
Cobalt Mortgage,false,4
"Cochren Bailey & Associates, LLC",true,4
"Cochren Bailey & Associates, LLC",false,1
Coconut Point Finance,true,1
"Codilis & Stawarski, P.C.",false,1
"Codilis & Stawarski, P.C.",true,3
"Cody Barden Daniels & Palo, Inc. dba The Commercial Agency",true,1
"Cogent Road, Inc.",false,5
"Cogent Road, Inc.",true,27
Cognition Financial Corporation,true,40
Cohen & Associates,false,26
Cohen Kaplan Tulowitz LLC,true,10
"Cohen McNeile & Pappas, PC",true,17
"Cohen, Roberts & Associates, LLC",false,1
"Cohen, Roberts & Associates, LLC",true,3
"Cohn, Goldberg & Deutsch,LLC",true,18
"CoinZoom, Inc.",true,7
"Coinbase, Inc.",false,13
"Coinbase, Inc.",true,6043
Coldwater Mediation Group LLP,false,1
Collaborative Resolution Group,false,6
"CollectPark, LLC",true,1
Collectibles Management Resources,true,35
"Collection Associates, Ltd.",true,43
"Collection Associates, Ltd.",false,1
"Collection Bureau Services, Inc.",false,13
"Collection Bureau Services, Inc.",true,39
Collection Bureau of America Ltd.,true,405
Collection Bureau of America Ltd.,false,164
"Collection Bureau of Fort Walton Beach, Inc",false,12
"Collection Bureau of Fort Walton Beach, Inc",true,183
"Collection Bureau of Kansas, Inc.",false,1
"Collection Bureau of Kansas, Inc.",true,16
"Collection Bureau of Little Falls, Inc.",true,7
Collection Bureau of Walla Walla,false,3
Collection Bureau of Walla Walla,true,22
"Collection Bureau of the Hudson Valley, Inc.",false,2
"Collection Bureau of the Hudson Valley, Inc.",true,396
Collection Center Inc,true,19
Collection Center Inc,false,6
Collection Consultants of California,false,51
Collection Consultants of California,true,232
"Collection Information Bureau, Inc.",false,17
"Collection Information Bureau, Inc.",true,308
Collection Management Company,true,93
Collection Management Company,false,3
"Collection Management Holdings, LLC",true,85
"Collection Management Services, Inc.",true,35
"Collection Management Services, Inc.",false,3
"Collection Professionals, Inc.",false,2
"Collection Professionals, Inc.",true,65
"Collection Professionals, Inc. (Macomb, IL)",false,5
"Collection Professionals, Inc. (Macomb, IL)",true,18
"Collection Receivables, Inc.",false,1
"Collection Receivables, Inc.",true,35
"Collection Resources, Inc.",false,12
"Collection Resources, Inc.",true,34
"Collection Service Center, Inc.",false,1
"Collection Service Center, Inc.",true,73
Collection Service of Nevada,true,53
Collection Service of Nevada,false,8
"Collection Service, Inc.",true,12
"Collection Service, Inc.",false,2
"Collection Services, Inc.",false,1
"Collection Services, Inc.",true,19
Collection Solutions Inc.,false,1
Collection Solutions Inc.,true,2
Collection Specialists,true,1
Collection Specialists,false,2
"Collection Specialists, Inc.",false,1
"Collection Specialists, Inc.",true,1
Collection Technology Incorporated,true,53
Collection Technology Incorporated,false,8
"Collection at Law, Inc. A.P.C.",true,10
"Collection at Law, Inc. A.P.C.",false,2
"Collections & Recoveries Of Pleasantville, Inc.",false,2
"Collections Acquisition Company, Inc.",false,2
"Collections Acquisition Company, Inc.",true,139
Collections Inc,true,17
College Assist,true,40
"College Ave Student Loan Servicing, LLC",true,56
"College Ave Student Loan Servicing, LLC",false,1
"College Foundation, Inc.",true,92
College Lending Solutions of Salem,false,2
College Loan Corporation,true,24
College Loan Corporation,false,4
"Collexx, Inc.",true,3
"Collins & Hilton Asset Group, LLC",false,15
"Collins & Hilton Asset Group, LLC",true,179
Colonial Mortgage Service Co. Of America,false,1
Colonial Mortgage Service Co. Of America,true,2
"Colony Brands, Inc.",true,1113
"Colony Brands, Inc.",false,494
"Colorado Capital Investments, Inc.",false,7
"Colten Mortgage, LLC",true,10
"Columbia Collection Service, Inc.",true,45
"Columbia Collection Service, Inc.",false,16
Columbia Collectors Inc,false,10
Columbia Collectors Inc,true,10
"Columbia Credits, Inc",false,3
"Columbia Credits, Inc",true,1
Columbia Recovery Group LLC,true,39
Columbia Recovery Group LLC,false,31
"Columbus Capital Lending, LLC, Miami, FL Branch",true,1
"Columbus Capital Lending, LLC, Miami, FL Branch",false,3
Columbus Finance Inc.,false,1
Columbus Finance Inc.,true,6
Comenity Bank,false,1
Comenity Bank,true,1
Comenity Capital Bank,false,2
Comerica,false,23
Comerica,true,5101
Commerce Credit Corp.,false,1
Commerce Credit Corp.,true,1
"Commerce Home Mortgage, Inc",false,5
"Commerce Home Mortgage, Inc",true,27
Commercial Acceptance Company,true,156
Commercial Acceptance Company,false,10
Commercial Credit Counseling Services Inc.,true,2
Commercial Credit Counseling Services Inc.,false,4
"Commercial Industries Services Company, Inc.",false,2
"Commercial Industries Services Company, Inc.",true,6
Commercial Recovery Systems,false,119
Commercial Recovery Systems,true,99
"Commercial Research & Recovery, Inc.",true,1
"Commercial Trade, Inc.",true,73
Commercial and Medical Credit Services,true,1
Common Wealth Mortgage Services,false,1
Common Wealth Mortgage Services,true,16
"CommonBond, Inc.",false,8
"CommonBond, Inc.",true,30
"Commonwealth Auto Credit, LLC",true,1
"Commonwealth Financial Systems, Inc.",true,3755
"Commonwealth Financial Systems, Inc.",false,177
Commonwealth Health Corporation,true,37
Commonwealth Health Corporation,false,3
Community Cash Management Corp.,true,26
Community Cash Management Corp.,false,4
"Community Credit of Leeds, Inc.",true,1
"Community Health Investment Company, LLC.",true,171
Community Home Lending,false,2
Community Housing Council of Fresno,true,1
"Community Lending of America, Inc.",true,1
"Community Loan Fund of New Jersey, Inc",true,2
"Community Loan Fund of New Jersey, Inc",false,1
"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",true,3857
"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",false,55
Como Law Firm P.A.,true,14
Como Law Firm P.A.,false,1
"Compass Recovery Group, LLC",false,1
"Compass Recovery Group, LLC",true,39
"Compattia Roccia Management Group, LLC",true,7
"Complete Care, Inc.",false,1
"Complete Collection Services, Inc.",true,9
"Complete Credit Solutions, Inc.",false,5
"Complete Credit Solutions, Inc.",true,181
Complete Professional Recovery LLC,true,3
"Computer Credit, Inc.",false,5
"Computer Credit, Inc.",true,59
"Concentric Receivables Management, Ltd.",true,80
"Concentric Receivables Management, Ltd.",false,3
Concerto Card Company,true,1
"Concord Enterprises, LLC",false,1
Concord Resolution Inc (Closed),false,90
Concord Resolution Inc (Closed),true,35
Concord Servicing Corporation,true,141
"Concorde Auto Management, LLC  DBA  Concorde Auto Acceptance",true,18
"Concorde Land Title Services, Inc.",true,1
Conduent Incorporated,false,532
Conduent Incorporated,true,990
"Conn's, Inc.",true,1937
"Conn's, Inc.",false,12
"Consider It Collected, LLC",false,1
"Consolidated Auto Sales, Inc.",false,3
"Consolidated Credit Solutions, Inc.",true,5
"Consolidated Information Services Solutions, LLC",false,34
"Consolidated Information Services Solutions, LLC",true,135
"Consolidated Management Group, LLC",true,42
"Consolidated Management Group, LLC",false,12
"Consolidated Recovery Group, LLC",false,2
"Consolidated Recovery Group, LLC",true,69
"Constantino Law Office, P.C.",true,7
"Constar Financial Services, LLC",true,91
"Constar Financial Services, LLC",false,6
"Construction Credit and Finance Group, LLC",false,1
"Consuegra & Duffy, P.L.L.C.",true,3
Consumer Adjustment Company Incorporated,true,768
Consumer Adjustment Company Incorporated,false,12
Consumer Adjustment Corp USA,true,6
Consumer Asset Management (Texas),false,3
Consumer Asset Management (Texas),true,16
"Consumer Attorneys of America, P.A.",false,2
"Consumer Attorneys of America, P.A.",true,1
Consumer Collection Advocates,false,2
Consumer Collection Advocates,true,1
Consumer Collection Management. Inc,false,61
Consumer Collection Management. Inc,true,138
Consumer Counseling Centers LLC,true,4
Consumer Credit Counseling Service of San Francisco,true,1
"Consumer Credit Counseling Service of the Midwest, Inc.",true,5
"Consumer Credit Counseling Service of the Midwest, Inc.",false,1
"Consumer Credit Services, LLC",true,3
"Consumer Defense Group, LLC",false,1
"Consumer Education Services, Inc.",false,1
"Consumer Education Services, Inc.",true,5
"Consumer Financial Debt Services, LLC",false,21
Consumer Financial Services,true,83
Consumer Financial Services,false,6
"Consumer Financial Services Solutions, Inc.",true,29
Consumer Information Bureau,true,3
"Consumer Portfolio Services, Inc.",false,9
"Consumer Portfolio Services, Inc.",true,1398
Consumer Real Estate Finance Co.,true,20
Consumer Real Estate Finance Co.,false,5
Consumer Receivables Management LLC,true,1
"Consumer Recovery Solutions, LLC",false,19
Consumer Shield,true,2
Consumer Shield,false,5
Consumer Solutions Group,true,7
Consumers Alliance Processing Corporation,true,1
Contemporary Information Corp,true,48
Contemporary Recovery Solutions Inc.,true,5
"Continental Central Credit, Inc.",true,50
"Continental Central Credit, Inc.",false,1
"Continental Collection Agency, Ltd.",true,13
Continental Credit Control,true,138
Continental Credit Control,false,2
"Continental Credit, LLC",true,4
"Continental Currency Services, Inc.",true,4
Continental Finance Capital Corporation,true,1
"Continental Finance Company, LLC",true,1131
"Continental Finance Company, LLC",false,17
"Continental Services Group, Inc. d/b/a ConServe",false,1
"Continental Services Group, Inc. d/b/a ConServe",true,799
"Continental Title Holding Co., Inc.",true,1
Controlled Credit Corporation,true,29
Controlled Credit Corporation,false,1
"Convergence Acquisitions, LLC",true,6
"Convergence Acquisitions, LLC",false,2
"Convergent Resources, Inc.",false,6
"Convergent Resources, Inc.",true,8511
Convergys,false,9
Convergys,true,38
"Conville & Conville, PLLC",true,1
Cooling & Winter LLC,true,208
Cooper Hoffman Klein Associates,true,41
Cooper Hoffman Klein Associates,false,9
"Cope Enterprises, LLC",true,1
"Copper Lake Financial, LLC",true,1
Cordoba & Associates,true,1
Cordoba & Associates,false,1
Cordoza & Wexler Recovery Services,true,14
Cordoza & Wexler Recovery Services,false,18
"Core Advisory Group, LLC",true,26
"Core Advisory Group, LLC",false,3
"Core Mortgage Services, LLC",true,1
"Core Recoveries, LLC",true,4
"Core Recoveries, LLC",false,4
"CoreTitle, LLC",true,2
"Cornerstone First Mortgage, Inc.",true,1
"Cornerstone Holdings, Inc.",true,78
Cornerstone Home Lending Inc.,true,172
Cornerstone Home Mortgage,true,2
"Cornerstone Legal Group, LLC",false,4
"Cornerstone Legal Group, LLC",true,1
Cornerstone Mediation LLC,false,4
Cornerstone Mediation LLC,true,2
Cornerstone Mitigation,false,8
Cornerstone Mitigation,true,1
"Cornerstone Mortgage Group, LLC",true,1
"Cornerstone Mortgage, LLC",true,1
"Corpra Care, Inc.",true,1
"Cortland Capital Group, LLC",true,1
Cosmo Credit Repair,false,3
Cottonwood Financial Ltd.,true,396
Cottonwood Financial Ltd.,false,4
Couch Conville & Blitt LLC,true,49
Couch Lambert LLC,true,26
"Coulter Dove & Harris, PC",true,2
"Coulter Dove & Harris, PC",false,3
"Counsel Mortgage Group, LLC",true,1
Counselors Title LLC,true,1
CountryPlace Acceptance Corporation,true,68
CountryPlace Acceptance Corporation,false,10
Courtesy Finance LLC,true,7
Courtney & Camp,true,5
Covington Capital Corporation,true,2
Covington Pike Acceptance Company,true,1
Craig's Auto & RV Inc,true,1
"Crawford & von Keller, LLC",true,1
"Crawfordsville CCB, Inc.",true,1
"Creative Finance, Inc.",true,5
Credence Funding Corporation,false,3
Credence Funding Corporation,true,6
"Credence Resource Management, LLC",false,21
"Credence Resource Management, LLC",true,3345
Credential Acceptance Corporation,true,4
CrediautoUSA Financial Company LLC,true,1
CrediautoUSA Financial Company LLC,false,3
Credible Labs Inc.,true,22
Credible Labs Inc.,false,2
Credilife ...A Financial Wellness Company,true,1
Credimatico LLC,true,5
"Credit & Collection Recovery Services, Inc.",true,12
"Credit & Collection Recovery Services, Inc.",false,1
"Credit Adjustment Services of Harrisburg, Inc",false,1
"Credit Adjustment Services of Harrisburg, Inc",true,7
"Credit Adjustment, Inc",true,4
Credit Adjustments Inc,true,122
Credit Adjustments Inc,false,7
Credit Advisors Foundation,true,2
"Credit Associates of Maui, LTD",true,13
"Credit Associates of Maui, LTD",false,8
"Credit Associates, Inc. (MO)",false,3
"Credit Associates, Inc. (MO)",true,16
Credit Bureau Central Inc (MS),true,11
Credit Bureau Central Inc (MS),false,3
"Credit Bureau Central, Inc (NV)",true,17
"Credit Bureau Central, Inc (NV)",false,7
"Credit Bureau Collection Services, Inc.",true,271
"Credit Bureau Collection Services, Inc.",false,5
"Credit Bureau Data, Inc.",false,2
"Credit Bureau Data, Inc.",true,14
"Credit Bureau Financial Services, Inc.",false,14
Credit Bureau Services Association,false,1
Credit Bureau Services Association,true,130
Credit Bureau Services Inc.,true,18
Credit Bureau Services of Iowa Inc.,true,22
"Credit Bureau Services, LLC",true,18
"Credit Bureau Systems, Inc., Paducah, KY Branch",false,1
"Credit Bureau Systems, Inc., Paducah, KY Branch",true,169
"Credit Bureau of Bessemer, Inc",false,3
"Credit Bureau of Bessemer, Inc",true,20
"Credit Bureau of Canyon, Inc",true,7
Credit Bureau of Carbon County,true,90
Credit Bureau of Carbon County,false,8
"Credit Bureau of Columbia, Inc.",false,1
"Credit Bureau of Columbia, Inc.",true,12
"Credit Bureau of Council Bluffs, Inc DBA Credit Information Systems",true,21
Credit Bureau of Havre,true,1
"Credit Bureau of Howell County, LLC",true,4
"Credit Bureau of Jamestown, Inc.",false,1
"Credit Bureau of Jamestown, Inc.",true,30
"Credit Bureau of Jonesboro, Inc.",true,10
"Credit Bureau of Lancaster County, Inc.",true,50
"Credit Bureau of Lancaster County, Inc.",false,2
"Credit Bureau of Marianna, Inc",true,2
Credit Bureau of Northern California Collections Services Inc,true,1
Credit Bureau of San Luis Obispo & Santa Barbara Counties,false,2
Credit Bureau of San Luis Obispo & Santa Barbara Counties,true,12
"Credit Bureau of Traverse City, Inc.(Closed)",false,1
"Credit Bureau of Traverse City, Inc.(Closed)",true,2
Credit Bureau of Twin Falls Inc,true,3
"Credit Bureau of York, Inc.",false,5
"Credit Bureau of York, Inc.",true,34
"Credit Bureau of the South, Inc.",true,59
"Credit Bureau of the South, Inc.",false,3
Credit Card Acquisitions Group,true,87
Credit Card Acquisitions Group,false,11
Credit Card Receivables Fund Incorporated,false,5
Credit Card Receivables Fund Incorporated,true,332
"Credit Center, LLC",true,58
"Credit Center, LLC",false,5
"Credit Central Holdings, LLC",false,21
"Credit Central Holdings, LLC",true,217
"Credit Clearing House of America, Inc.",true,59
"Credit Collection Partners, Inc.",true,22
"Credit Collections Services, Inc.",true,2
"Credit Collections Services, Inc.",false,1
"Credit Collections U.S.A., L.L.C.",true,22
"Credit Collections U.S.A., L.L.C.",false,140
Credit Connection LLC,true,3
"Credit Consulting Services, Inc.",true,61
"Credit Consulting Services, Inc.",false,8
"Credit Control Company, Inc.",false,2
"Credit Control Company, Inc.",true,17
"Credit Control, LLC",true,445
Credit Corp Solutions Inc.,true,537
Credit Corp Solutions Inc.,false,1
Credit Council Corp,true,3
"Credit Counsel, Inc.",true,62
"Credit Counsel, Inc.",false,5
Credit Diva of Dallas Inc.,true,1
Credit Expert LLC,true,1
"Credit Financial Services, lnc",true,14
"Credit Financial Services, lnc",false,1
Credit Fresh Holdings Inc,true,19
Credit Glory LLC,true,7
"Credit Information Bureau, Inc.",true,8
Credit International Corporation,true,45
Credit International Corporation,false,3
"Credit Karma, LLC",false,196
"Credit Karma, LLC",true,1993
Credit Lending Services Inc.,true,6
Credit Lending Services Inc.,false,1
"Credit Management Control, Inc.",false,2
"Credit Management Control, Inc.",true,229
"Credit Management Services, Inc.",true,46
"Credit Management Services, Inc.",false,2
Credit Management Systems,true,2
Credit Management Systems,false,1
Credit Mount,true,1
Credit My Rent Inc,true,1
Credit One LLC,true,21
Credit Plus Inc,true,768
Credit Plus Inc,false,3
Credit Points 720,true,1
"Credit Protection Association, L.P.",false,99
"Credit Protection Association, L.P.",true,950
Credit Quick,false,2
Credit Recovery Consultants,true,1
"Credit Regulating Services, Inc.",false,3
"Credit Regulating Services, Inc.",true,1
Credit Reporting Services LLC,true,1
"Credit Reporting Services, Inc.",false,2
"Credit Resolutions, LLC",true,22
"Credit Resolutions, LLC",false,1
Credit Restoration of Texas,true,1
Credit Sage LLC,true,1
Credit Service Company,false,1
Credit Service Company,true,4
"Credit Service Company, INC",false,2
"Credit Service Company, INC",true,158
Credit Service International Corp,true,24
Credit Service International Corp,false,7
Credit Service Repair,true,1
"Credit Service of Central Washington, Inc.",true,6
"Credit Service of Central Washington, Inc.",false,3
"Credit Service of Logan, Inc.",false,9
"Credit Service of Logan, Inc.",true,6
"Credit Service, Inc",true,25
"Credit Service, Inc",false,7
"Credit Services Corporation, LLC",true,15
Credit Services of Michigan,true,2
"Credit Services, Inc.",true,9
"Credit Shop, Incorporated",true,8
"Credit Shop, Incorporated",false,3
Credit Solutions,false,30
Credit Solutions LLC,true,2
Credit Solutions LLC,false,7
"Credit Solutions, LLC (KY)",false,1
"Credit Solutions, LLC (KY)",true,63
